time_min;T_hanger;T_cable
0,0;20,0;20,0
0,08333333333333333;20,0;20,0
0,16666666666666666;20,26572918764677;20,082583865565116
0,25;20,750949832061547;20,23277018995558
0,3333333333333333;21,41910737161569;20,438950361572925
0,4166666666666667;22,24084514916905;20,69199876132327
0,5;23,192625369680368;20,984737497282353
0,5833333333333334;24,255721059089076;21,311548083692944
0,6666666666666666;25,415352105854673;21,668057443428854
0,75;26,65992168723704;22,050876308155168
0,8333333333333334;27,98035570912198;22,457382921331277
0,9166666666666666;29,369549118759114;22,885547503250795
1,0;30,821914836520364;23,333792488442032
1,0833333333333333;32,333024570607996;23,80088304291359
1,1666666666666667;33,89932776977596;24,285842410071766
1,25;35,51793463260805;24,787887115069267
1,3333333333333333;37,186450277592925;25,30637775741907
1,4166666666666667;38,90284901723878;25,840781870779196
1,5;40,665379645767615;26,390646028445794
1,5833333333333333;42,47249447315763;26,955574978967373
1,6666666666666667;44,3227964070548;27,53521609700567
1,75;46,21499967461435;28,129247835858
1,8333333333333333;48,14790080768428;28,737371183003926
1,9166666666666667;50,120357323017004;29,35930336363673
2,0;52,13127215411305;29,994773223606416
2,0833333333333335;54,179582369844994;30,64351786487478
2,1666666666666665;56,264251078948156;31,305280213643858
2,25;58,38426169486376;31,979807281905458
2,3333333333333335;60,53861394305799;32,666848943643735
2,4166666666666665;62,72632114906679;33,36615709222349
2,5;64,94640846267524;34,07748507937391
2,5833333333333335;67,1979117614269;34,80058736148352
2,6666666666666665;69,47987704236299;35,53521929781138
2,75;71,79136016002704;36,281137059311945
2,8333333333333335;74,13142680549323;37,03809761728224
2,9166666666666665;76,49915264860836;37,8058587888793
3,0;78,8936235861213;38,58417932240337
3,0833333333333335;81,31393605366458;39,372819009605635
3,1666666666666665;83,75919737096277;40,17153881553659
3,25;86,22852609815338;40,98010101888499
3,3333333333333335;88,72105238745137;41,79826935757695
3,4166666666666665;91,23591831911402;42,62580917576785
3,5;93,77227821417996;43,4624875693811
3,5833333333333335;96,32929891906684;44,30807352811553
3,6666666666666665;98,90616005904641;45,162338072420596
3,75;101,50205425904241;46,02505438437442
3,8333333333333335;104,11618733124294;46,895997931728786
3,9166666666666665;106,74777842978013;47,774946584634996
4,0;109,3960601732765;48,66168072475405
4,083333333333333;112,06027873644348;49,55598334659891
4,166666666666667;114,73969391218166;50,457640151066784
4,25;117,43357914580626;51,366439631203335
4,333333333333333;120,141221543126;52,282173150304786
4,416666666666667;122,86192185415752;53,204635012512774
4,5;125,59499443427234;54,13362252609379
4,583333333333333;128,33976718456003;55,06893605962259
4,666666666666667;131,0955814731567;56,01037909130977
4,75;133,86179203923746;56,957758251728265
4,833333333333333;136,6377668813107;57,91088336020387
4,916666666666667;139,42288713138322;58,86956745514154
5,0;142,21654691649053;59,83362681856286
5,083333333333333;145,01815320901088;60,80288099513129
5,166666666666667;147,82712566710148;61,77715280594123
5,25;150,64289646651764;62,75626835734466
5,333333333333333;153,4649101249965;63,74005704508549
5,416666666666667;156,29262332031016;64,72835155400713
5,5;159,12550470301778;65,72098785359336
5,583333333333333;161,9630347048729;66,71780518959618
5,666666666666667;164,80470534377233;67,71864607199778
5,75;167,65002002606425;68,72335625954621
5,833333333333333;170,49849334696933;69,73178474109697
5,916666666666667;173,3496508898057;70,74378371398484
6,0;176,20302902465053;71,75920855964192
6,083333333333333;179,05817470701456;72,77791781667025
6,166666666666667;181,91464527705295;73,7997731515685
6,25;184,7720082597865;74,82463932730434
6,333333333333333;187,62984116675918;75,85238416991585
6,416666666666667;190,48773129951482;76,88287853331687
6,5;193,34527555523323;77,91599626247344
