time_min;T_gas_C;T_deck_C;qconv_deck_W_m2;qrad_deck_W_m2;T_hanger_C;qconv_hanger_W_m2;qrad_hanger_W_m2;T_cable_C;qconv_cable_W_m2;qrad_cable_W_m2;ky_hanger;kE_hanger
0,0;19,999999999999964;20,0;0,0;0,0;20,0;0,0;0,0;20,0;0,0;0,0;1,0;1,0
0,08333333333333333;88,00267891889344;20,0;-8,881784197001252e-13;-2,2712299880790709e-13;20,0;-8,881784197001252e-13;-1,9305454898672104e-13;20,0;-8,881784197001252e-13;-1,3627379928474424e-13;1,0;1,0
0,16666666666666666;140,47216691122372;20,301553657102435;1700,0669729723359;382,1271443386287;20,279288024254157;1700,0669729723359;324,8080726878344;20,08467183012351;1700,0669729723359;229,2762866031772;1,0;1,0
0,25;181,54762559614076;20,862001097703487;3004,2653313530323;867,438786043301;20,79521518016373;3004,8219721742394;737,3988929178698;20,23959902291777;3009,687377027505;520,9847927799351;1,0;1,0
0,3333333333333333;214,24676380490655;21,645465014596194;4017,140612460932;1400,0830491316515;21,512782933821168;4018,810260399426;1190,299584011887;20,453429730191694;4032,700664330575;841,5519608852877;1,0;1,0
0,4166666666666667;240,7701762166891;22,62121378268985;4815,032469757759;1940,1870911048898;22,40273974936097;4818,349521777134;1649,6174543977015;20,717075040538777;4844,833351867872;1167,003849691445;1,0;1,0
0,5;262,7230778479285;23,763257084990155;5453,7240608499815;2465,0435391270175;23,440827633675628;5459,185911683203;2096,0490434146072;21,02326833496123;5501,327529403758;1483,6743917071815;1,0;1,0
0,5833333333333334;281,27685530674063;25,050057430394112;5973,995519073458;2964,6060708117243;24,60723603968547;5982,056255356321;2521,052275942611;21,3662467784527;6042,4952378241815;1785,5018180220295;1,0;1,0
0,6666666666666666;297,2867700968886;26,464096060123296;6405,6699469086625;3436,616230402569;25,8860220448253;6416,740481676379;2922,704945416365;21,741480276936816;6497,765213207198;2071,1042581710776;1,0;1,0
0,75;311,3777154288792;27,991321371961515;6770,566850919133;3882,95153729342;27,26449735840025;6785,018701301581;3302,6009998562618;22,145432692965436;6888,632245498793;2341,587966248105;1,0;1,0
0,8333333333333334;324,0066976265547;29,62056318833188;7084,659851422941;4307,29365882528;28,732633004518963;7102,830451761973;3663,868658124608;22,575355500850044;7230,807068397844;2599,1474193459144;1,0;1,0
0,9166666666666666;335,5083596559061;31,342977912175527;7359,653360955571;4713,792557591734;30,28252205312398;7381,851615550893;4010,0349662689728;23,029114834816387;7535,783553142616;2846,262942596274;1,0;1,0
1,0;346,1281495600003;33,15155984868516;7604,134543593264;5106,378820657344;31,907919948075474;7630,645940069553;4344,441235394199;23,505050518160747;7811,981120527243;3085,2872794067084;1,0;1,0
1,0833333333333333;356,0464872675711;35,040731032353136;7824,4147427828775;5488,4613820824725;33,60386584809845;7855,50574029812;4669,986032086477;24,001863708500174;8065,577476045988;3318,263487492572;1,0;1,0
1,1666666666666667;365,3963730239373;37,006008113407766;8025,143905880449;5862,837949863701;35,36637902950526;8061,065535486816;4989,048959310324;24,5185288820059;8301,115588976772;3546,8705679465024;1,0;1,0
1,25;374,2762175314597;39,04373805617293;8209,75912276324;6231,713391171529;37,19222020313673;8250,749849860802;5303,506205569496;25,054225781856807;8521,946103548285;3772,433979702076;1,0;1,0
1,3333333333333333;382,75919072482066;41,150891964892885;8380,811986882169;6596,766173536182;39,07870657772943;8427,099933208074;5614,786950575201;25,608287325325055;8730,549793740072;3995,965087526438;1,0;1,0
1,4166666666666667;390,90003408737726;43,324906300135126;8540,207468998195;6959,230461134815;41,02357015088106;8592,012103677282;5923,943088252121;26,180160034046416;8928,77258498739;4218,210088512854;1,0;1,0
1,5;398,7400249430552;45,56356182060691;8689,378194681054;7319,977508116667;43,02485007775731;8746,911598412404;6231,718362419983;26,76937416139293;9117,996851333271;4439,698587225487;1,0;1,0
1,5833333333333333;406,3105942996655;47,86489205962245;8829,411578061206;7679,588965320966;45,08081152475342;8892,879371632447;6538,61063792113;27,375521256068915;9299,266269541557;4660,787375552749;1,0;1,0
1,6666666666666667;413,6359636792835;50,22711464727531;8961,142556001078;8038,419520579368;47,18988489465698;9030,744569372802;6844,925112957866;27,998237387628766;9473,376826089916;4881,697857558175;1,0;1,0
1,75;420,73506718312314;52,648580146544624;9085,221225800206;8396,648718206157;49,3506205996883;9161,151969615663;7150,818340013325;28,637190660155508;9640,943157291369;5102,547016907791;1,0;1,0
1,8333333333333333;427,6229527724214;55,127734222987186;9202,162175914462;8754,322914495866;51,56165562958841;9284,611164585871;7456,333867398394;29,29207196066006;9802,44691307419;5323,372493070449;1,0;1,0
1,9166666666666667;434,3118040957869;57,66308990825608;9312,380463735855;9111,388736883051;53,821689023995695;9401,532428570825;7761,4306628554505;29,96258813998438;9958,272020294035;5544,152580616751;1,0;1,0
2,0;440,81168583328076;60,25320746754865;9416,21785468827;9467,719470345028;56,12946403843337;9512,25287679478;8066,00552836789;30,64845701837681;10108,730398895063;5764,822000846393;1,0;1,0
2,0833333333333335;447,1310875792642;62,89667996916406;9513,961959143304;9823,135685335816;58,48375532232266;9617,055544871186;8369,910622591009;31,349403756883824;10254,0807203726;5985,284230487551;1,0;1,0
2,1666666666666665;453,27732092368217;65,59212311032044;9605,860190252504;10177,421248080622;60,883359835057085;9716,183306423538;8672,967060022416;32,065158249096925;10394,54209555951;6205,421069001624;1,0;1,0
2,25;459,2568095559629;68,33816820406805;9692,129945334042;10530,335667962963;63,327090538019306;9809,849027215627;8974,975397966577;32,79545327367749;10530,30406686463;6425,100015047553;1,0;1,0
2,3333333333333335;465,0753014069429;71,13345750027273;9772,966033797371;10881,623562399292;65,81377213778813;9898,24297544859;9275,72367425896;33,540023212895186;10661,533907057135;6644,179918586818;1,0;1,0
2,4166666666666665;470,73802396923867;73,97664121778222;9848,546097666755;11231,02186692961;68,34223833578443;9981,53823172887;9574,993529027377;34,29860319119772;10788,381954851193;6862,51528392032;1,0;1,0
2,5;476,24979819895117;76,86637581980551;9919,03456878641;11578,26528972195;70,91133017572655;10059,894640836355;9872,56483457992;35,07092852447448;10910,985519451024;7079,959522146418;1,0;1,0
2,5833333333333335;481,615122221369;79,8013231818132;9984,58555947864;11923,090404166242;73,51989518299158;10133,461700580616;10168,21916786475;35,85673439816614;11029,471741861917;7296,367388459439;1,0;1,0
2,6666666666666665;486,8382330177183;82,78015038988487;10045,344975988895;12265,238688072151;76,16678706737913;10202,380675959435;10461,742387599634;36,655755712972564;11143,959695580072;7511,596788798562;1,0;1,0
2,75;491,92315205103944;85,80152997429133;10101,452065695838;12604,458750091218;78,85086581902318;10266,78614875848;10752,92652049015;37,467727052339434;11254,561932618644;7725,510099763881;1,0;1,0
2,8333333333333335;496,87371917257434;88,86414043348593;10153,040551918702;12940,507930340944;81,57099807099142;10326,807155800407;11041,571115383604;38,29238273745337;11361,3856249675;7937,975113640906;1,0;1,0
2,9166666666666665;501,6936179721578;91,96666694160848;10200,23946847721;13273,153420116325;84,3260576350128;10382,568027539573;11327,484188446773;39,129456944120385;11464,533410878024;8148,865695203832;1,0;1,0
3,0;506,38639487790584;95,10780216113068;10243,173775763733;13602,173012720958;87,11492614147497;10434,189008428626;11610,48285454541;39,978683862373806;11564,104025700937;8358,062217320494;1,0;1,0
3,0833333333333335;510,9554736852297;98,28624710370133;10281,96481791938;13927,355571915865;89,93649373336586;10481,78671841077;11890,39371831159;40,839797884503724;11660,192775388301;8565,451827111101;1,0;1,0
3,1666666666666665;515,404166739632;101,50071199833081;10316,73066453821;14248,501284704555;92,78965977772917;10525,474498796597;12167,053081581953;41,7125338108304;11752,891895018149;8770,928582583176;1,0;1,0
3,25;519,73568366582;104,74991713810401;10347,586368532531;14565,421749892614;95,67333356861229;10565,362674047572;12440,307010909208;42,596627065266524;11842,29082322004;8974,39349052614;1,0;1,0
3,3333333333333335;523,9531382938255;108,03259368562304;10374,644163192901;14877,939942078487;98,58643500327436;10601,558752430194;12710,011298841302;43,49181391475628;11928,476415013838;9175,754469402671;1,0;1,0
3,4166666666666665;528,0595542566051;111,34748442410509;10398,013615205062;15185,890081663509;101,52789521924119;10634,167582263779;12976,031344959134;44,397831688215;12011,533109476732;9374,926255550099;1,0;0,9984721047807588
3,5;532,0578696052143;114,69334444605887;10417,8017458125;15489,117434494472;104,49665718413148;10663,291475934098;13238,241976739515;45,31441899174917;12091,543064209753;9571,830266833851;1,0;0,9955033428158685
3,5833333333333335;535,950940694074;118,06894177516187;10434,113128978885;15787,478059392679;107,49167623340192;10689,030310527069;13496,52722575802;46,24131591780836;12168,586265336628;9766,394434689895;1,0;0,992508323766598
3,6666666666666665;539,7415455206971;121,47305791967808;10447,049972972804;16080,838517701719;110,51192055354299;10711,481611516803;13750,780071246052;47,17826424657965;12242,74061940664;9958,553013028397;1,0;0,989488079446457
3,75;543,4323866545493;124,90448835773446;10456,712190025475;16369,075555819501;113,55637161000905;10730,740624178852;14000,902160327249;48,125007638434404;12314,082031852935;10148,246370577424;1,0;0,986443628389991
3,8333333333333335;547,0260938535251;128,36204295619433;10463,19745742037;16652,075769239524;116,6240245204417;10746,900376113506;14246,803512186394;49,08129181661615;12382,684475402873;10335,420771786521;1,0;0,9833759754795584
3,9166666666666665;550,5252264401282;131,8445463258652;10466,60127243327;16929,735254745807;119,71388837466121;10760,051733327085;14488,402211827555;50,0468647396473;12448,620050922724;10520,028150285963;1,0;0,9802861116253387
4,0;553,9322754902134;135,3508381164602;10467,017002856577;17201,95925595141;122,82498650354529;10770,283451636675;14725,624097843925;51,021476763152585;12511,959042512024;10702,025878028444;1,0;0,9771750134964547
4,083333333333333;557,2496658731299;138,87977325517465;10464,535934343832;17468,661806242413;125,95635669935356;10777,682224666703;14958,402447664881;52,00488079096585;12572,769968176523;10881,37653256619;1,0;0,9740436433006464
4,166666666666667;560,4797581718716;142,43022213300134;10459,24731544888;17729,765372311773;129,10705139034175;10782,332729344407;15186,677663001728;52,996832415515804;12631,1196270541;11058,047664392667;1,0;0,9708929486096582
4,25;563,6248505043958;146,00107074303614;10451,238400971757;17985,200500779825;132,27613777267717;10784,317669538246;15410,39695763093;53,9970900475856;12687,073143908894;11232,011565867797;1,0;0,9677238622273229
4,333333333333333;566,687180261817;149,59122077505089;10440,59449403399;18234,905469859194;135,46269790274803;10783,717818292966;15629,514049197134;55,00541503561677;12740,694011420253;11403,245042924342;1,0;0,964537302097252
4,416666666666667;569,6689257752196;153,19958967056277;10427,398987169154;18478,8259475938;138,66582875297436;10780,612058976727;15843,988856356198;56,0215717747861;12792,044130655007;11571,72919049823;1,0;0,9613341712470257
4,5;572,5722079199263;156,82511064252557;10411,73340261642;18716,914657861693;141,88464223419356;10775,077425556132;16053,787202291085;57,04532780612802;12841,183850010835;11737,44917242339;1,0;0,9581153577658065
4,583333333333333;575,399091663942;160,46673266362495;10393,677431935017;18949,13105505845;145,11826518762425;10767,18914214332;16258,880525403212;58,076453906008034;12888,172002844956;11900,39400636963;1,0;0,9548817348123757
4,666666666666667;578,1515875657313;164,1234204269883;10373,308975007927;19175,44100815706;148,36583934931525;10757,020661907944;16459,245597795663;59,114724166277284;12933,06594394835;12060,556354271252;1,0;0,9516341606506847
4,75;580,83165322536;167,79415428292893;10350,704178468575;19395,816494660157;151,62652128987168;10744,643705410403;16654,864252013318;60,15991606545564;12975,921584986352;12217,932318587578;1,0;0,9483734787101283
4,833333333333333;583,4411946921857;171,47793015514117;10325,937473560776;19610,23530481335;154,8994823321219;10730,128298387208;16845,723116381552;61,21181053130292;13016,793428997611;12372,521244649877;1,0;0,9451005176678782
4,916666666666667;585,9820678316714;175,17375943955201;10299,081613426113;19818,680756325917;158,18390844925318;10713,542809001596;17031,813359182415;62,27019199514525;13055,73460402207;12524,32552927707;1,0;0,9418160915507469
5,0;588,4560796534377;178,88066888882184;10270,207709802986;20021,141419743737;161,47900014580227;10694,953984560456;17213,13044182275;63,33484843832741;13092,796895913154;12673,350435783226;1,0;0,9385209998541977
5,083333333333333;590,8649896023319;182,59770048527204;10239,385269115395;20217,61085453419;164,7839723237441;10674,426987690884;17389,67388107759;64,4055714311633;13128,030780377756;12819,603915450027;1,0;0,9352160276762559
5,166666666666667;593,210510814042;186,3239113048062;10206,682227926496;20408,087355871085;168,09805413577772;10652,025431964694;17561,447020432857;65,48215616475457;13161,485454279216;12963,09643549574;1,0;0,9319019458642223
5,25;595,4943113365867;190,0583733741831;10172,164987730896;20592,573712047517;171,42048882776723;10627,811416956607;17728,456810501266;66,56440147604465;13193,208866232186;13103,840813537228;1,0;0,9285795111722328
5,333333333333333;597,718015318879;193,80017352379733;10135,89844906009;20771,07697239282;174,75053357215526;10601,845562720488;17890,713598442948;67,6521098664697;13223,247746513553;13241,852058511682;1,0;0,9252494664278448
5,416666666666667;599,8832041674364;197,5484132379264;10097,946044877042;20943,608225527212;178,0874592940312;10574,187043668093;18048,230926286906;68,74508751456185;13251,647636310232;13377,147218000127;1,0;0,9219125407059688
5,5;601,991417672238;201,30220850421398;10058,36977323775;21110,182387750083;181,43055049140432;10544,89362183513;18201,02533801866;69,84314428285231;13278,452916321861;13509,74523187325;1,0;0,9185694495085956
5,583333333333333;604,0441551026489;205,06068966397527;10017,230229200599;21270,818001327854;184,77910505110555;10514,02167952084;18349,11619527469;70,94609371941361;13303,706834734641;13639,666792162641;1,0;0,9152208949488945
5,666666666666667;606,0428762742866;208,82300126473706;9974,586635966842;21425,537042420492;188,1324340616189;10481,626251288584;18492,525501462307;72,05375305437062;13327,451534580883;13766,934209045314;1,0;0,9118675659383811
5,75;607,9890025876496;212,5883019162565;9930,49687523874;21574,364738364988;191,48986162402824;10447,761055316692;18631,277734106327;73,16594319170065;13349,7280804979;13891,571282817324;1,0;0,9085101383759717
5,833333333333333;609,8839180392985;216,3557641511041;9885,017516784827;21717,329394015327;194,8507246621523;10412,478524090533;18765,399685208766;74,28248869663238;13370,576484898724;14013,603181721472;1,0;0,9051492753378477
5,916666666666667;611,728970206344;220,12457429074445;9838,203847204859;21854,462226825017;198,2143727328368;10375,829834428654;18894,92030939612;75,4032177789427;13390,035733566652;14133,056325486205;1,0;0,9017856272671632
6,0;613,5254712049641;223,89393231790544;9790,109897889988;21985,79721034639;201,5801678372709;10337,86493683768;19019,87057961928;76,52796227243992;13408,143810685033;14249,958274425782;1,0;0,8984198321627291
