time_min;T_gas;T_hanger;T_cable;phi_hanger;phi_cable;qconv_hanger;qrad_hanger;cp_hanger;dT_hanger
0,0;19,999999999999964;20,0;20,0;0,7539297427424251;0,6082187695937923;0,0;0,0;0,0;0,0
0,08333333333333333;88,00267891889344;20,0;20,0;0,7539297427424251;0,6082187695937923;-8,881784197001252e-13;-1,7123478406213348e-13;439,80176;-1,461232984137367e-16
0,16666666666666666;140,47216691122372;20,27422452292855;20,084809660245043;0,7539297427424251;0,6082187695937923;1700,0669729723359;288,09701962611985;439,80176;0,2742245229285484
0,25;181,54762559614076;20,778685044675946;20,240049801559266;0,7539297427424251;0,6082187695937923;3004,9485597073794;654,0705569402948;439,9958114884407;0,5044605217473986
0,3333333333333333;214,24676380490655;21,477803018934146;20,454385517386527;0,7539297427424251;0,6082187695937923;4019,2235137866205;1055,81761412818;440,3521759293589;0,6991179742581992
0,4166666666666667;240,7701762166891;22,342289186551525;20,718730308325984;0,7539297427424251;0,6082187695937923;4819,22401964931;1463,278475271154;440,8447463833104;0,8644861676173783
0,5;262,7230778479285;23,348156388658627;21,02581168449344;0,7539297427424251;0,6082187695937923;5460,697175753439;1859,3323035322828;441,45173807794737;1,0058672021071022
0,5833333333333334;281,27685530674063;24,476000829068862;21,369857266349406;0,7539297427424251;0,6082187695937923;5984,373036481747;2236,4025647609033;442,1551003657999;1,127844440410235
0,6666666666666666;297,2867700968886;25,71031603553784;21,746326577798037;0,7539297427424251;0,6082187695937923;6420,021361941794;2592,7840621710134;442,94006428964536;1,2343152064689764
0,75;311,3777154288792;27,03882356150357;22,15167376841252;0,7539297427424251;0,6082187695937923;6789,411351533768;2929,890299709746;443,7946788963857;1,3285075259657286
0,8333333333333334;324,0066976265547;28,45185326444513;22,58314192575178;0,7539297427424251;0,6082187695937923;7108,47229668439;3250,4957507666227;444,7093400525284;1,4130297029415593
0,9166666666666666;335,5083596559061;29,941799888049346;23,038590294114417;0,7539297427424251;0,6082187695937923;7388,8711090527395;3557,7288157199814;445,6763451742432;1,4899466236042163
1,0;346,1281495600003;31,502666598740667;23,516353223935788;0,7539297427424251;0,6082187695937923;7639,163994196419;3854,553350403746;446,6894989052208;1,5608667106913203
1,0833333333333333;356,0464872675711;33,129693600548784;24,015127627413275;0,7539297427424251;0,6082187695937923;7865,63707403149;4143,540700870554;447,7437805219444;1,627027001808119
1,1666666666666667;365,3963730239373;34,81906296233677;24,53388474078026;0,7539297427424251;0,6082187695937923;8072,919841675558;4426,8020835361585;448,8350731780937;1,6893693617879926
1,25;374,2762175314597;36,56766803840334;25,07180185779093;0,7539297427424251;0,6082187695937923;8264,432751540013;4706,002357644173;449,95994913716936;1,7486050760665681
1,3333333333333333;382,75919072482066;38,372935668344084;25,628210046301355;0,7539297427424251;0,6082187695937923;8442,713737326409;4982,410036413455;451,115502684584;1,8052676299407426
1,4166666666666667;390,90003408737726;40,23269043621534;26,202554418156023;0,7539297427424251;0,6082187695937923;8609,656376411915;5256,959112074757;452,2992220584865;1,859754767871261
1,5;398,7400249430552;42,145051861499944;26,79436412599225;0,7539297427424251;0,6082187695937923;8766,683591279048;5530,31036235001;453,5088924568832;1,9123614252846024
1,5833333333333333;406,3105942996655;44,108357051028705;27,403229823092143;0,7539297427424251;0,6082187695937923;8914,87432703888;5802,906570693734;454,74252332518637;1,963305189528764
1,6666666666666667;413,6359636792835;46,1211028537952;28,028786808055347;0,7539297427424251;0,6082187695937923;9055,05593121592;6075,01971385893;455,99829435039356;2,0127458027664953
1,75;420,73506718312314;48,18190285068353;28,670702476556784;0,7539297427424251;0,6082187695937923;9187,871520637207;6346,789998841233;457,27451571512427;2,0607999968883313
1,8333333333333333;427,6229527724214;50,289455567145964;29,328667023129416;0,7539297427424251;0,6082187695937923;9313,82910831099;6618,257469133007;458,5695991301693;2,107552716462437
1,9166666666666667;434,3118040957869;52,44252113878857;30,00238658763874;0,7539297427424251;0,6082187695937923;9433,337430131885;6889,3872101386505;459,8820369559875;2,1530655716426037
2,0;440,81168583328076;54,63990431924232;30,69157823602395;0,7539297427424251;0,6082187695937923;9546,732073924959;7160,0892259648235;461,2103873551088;2,1973831804537514
2,0833333333333335;447,1310875792642;56,88044222985542;31,395966314338843;0,7539297427424251;0,6082187695937923;9654,294537850961;7430,233977588977;462,5532639118139;2,2405379106130963
2,1666666666666665;453,27732092368217;59,16299564199901;32,11527982893834;0,7539297427424251;0,6082187695937923;9756,26613373522;7699,664441800449;463,9093285375495;2,2825534121435935
2,25;459,2568095559629;61,48644288096984;32,84925059189051;0,7539297427424251;0,6082187695937923;9852,858132042078;7968,20541014551;465,2772867731533;2,3234472389708305
