time_min;T_gas_C;T_deck_C;qconv_deck_W_m2;qrad_deck_W_m2;T_hanger_C;qconv_hanger_W_m2;qrad_hanger_W_m2;T_cable_C;qconv_cable_W_m2;qrad_cable_W_m2
0,0;19,999999999999964;20,0;0,0;0,0;20,0;0,0;0,0;20,0;0,0;0,0
0,08333333333333333;88,00267891889337;20,0;-8,881784197001252e-13;-2,2712299880790709e-13;20,0;-7,549516567451064e-13;-1,9305454898672104e-13;20,0;-5,329070518200751e-13;-1,3627379928474424e-13
0,16666666666666666;140,47216691122372;20,301553657102435;1700,066972972334;382,1271443386282;20,2441148652734;1445,0569270264841;324,808072687834;20,054827937654988;1020,0401837834005;229,27628660317694
0,25;181,54762559614076;20,862001097703487;3004,2653313530323;867,438786043301;20,69804758645444;2554,8461059764445;737,5187965557076;20,156956348326638;1806,260084603531;521,0564658723275
0,3333333333333333;214,24676380490655;21,645465014596194;4017,140612460932;1400,0830491316515;21,333004350202117;3418,0535327058346;1190,6324688219067;20,30010425906454;2420,860038717212;841,7506966448767
0,4166666666666667;240,7701762166891;22,62121378268985;4815,032469757759;1940,1870911048898;22,12435243954275;4099,417388412469;1650,237616226042;20,478923826036407;2909,19989318763;1167,3732340395752
0,5;262,7230778479285;23,763257084990155;5453,7240608499815;2465,0435391270175;23,051282306493302;4646,22375526436;2097,0176099101477;20,68891704796369;3304,3687858597905;1484,2494324850975
0,5833333333333334;281,27685530674063;25,050057430394112;5973,995519073458;2964,6060708117243;24,096569019138435;5093,025655255497;2522,4211520301105;20,926378681184943;3630,512411999472;1786,3112738405312
0,6666666666666666;297,2867700968886;26,464096060123296;6405,6699469086625;3436,616230402569;25,246219831774063;5465,081083611547;2924,519608763224;21,188316364353593;3905,2571493833357;2072,1723244112954
0,75;311,37771542887924;27,991321371961515;6770,566850919133;3882,95153729342;26,489029010180047;5780,861693133684;3304,902499503619;21,47235155792629;4141,476805988025;2342,9354990799316
0,8333333333333334;324,0066976265547;29,62056318833188;7084,659851422943;4307,29365882528;27,816106083466384;6053,884586397357;3666,6950572185965;21,776615267986344;4348,580458064294;2600,79282688278
0,9166666666666666;335,5083596559061;31,342977912175527;7359,653360955571;4713,792557591734;29,220429349889194;6294,0500702906265;4013,4223937550546;22,099649617240217;4533,451235378525;2848,2228355803018
1,0;346,1281495600003;33,15155984868516;7604,134543593264;5106,378820657344;30,696452745838528;6508,618519002859;4348,424660179394;22,440321260140244;4701,130650579988;3087,576947724161
1,0833333333333333;356,0464872675712;35,040731032353136;7824,4147427828775;5488,4613820824725;32,23977587377837;6702,923557300937;4674,59983846839;22,797748703351786;4855,3174244979;3320,8972502358597
1,1666666666666667;365,3963730239373;37,006008113407766;8025,143905880452;5862,8379498637105;33,84687597556502;6880,892617118098;4994,327378886471;23,171243225027208;4998,731078463291;3549,8620314621626
1,25;374,2762175314598;39,04373805617293;8209,75912276324;6231,713391171529;35,51489520815679;7045,426812277911;5309,483644671758;23,560261921154176;5133,376946983652;3775,7962285454973
1,3333333333333333;382,75919072482066;41,150891964892885;8380,811986882172;6596,766173536186;37,24147463745747;7198,67809937019;5621,498241076513;23,964370994297997;5260,739334154585;3999,71082639684
1,4166666666666667;390,90003408737726;43,324906300135126;8540,207468998195;6959,230461134815;39,02462633035131;7342,251466856467;5931,423681755741;24,38321739779462;5381,92229595784;4222,3517483009855
1,5;398,7400249430552;45,56356182060691;8689,378194681054;7319,977508116667;40,86263578726058;7477,352414836802;6240,004482304044;24,816507139295673;5497,752250343739;4444,248404732229
1,5833333333333333;406,3105942996655;47,86489205962245;8829,411578061206;7679,588965320966;42,75398814101058;7604,894519560636;6547,739399762573;25,263988807010417;5608,852767056393;4665,757453844888
1,6666666666666667;413,6359636792836;50,22711464727531;8961,142556001078;8038,419520579368;44,697312752456526;7725,5778808714185;6854,934621023834;25,725441145332784;5715,699082389827;4887,100212045221
1,75;420,7350671831233;52,648580146544624;9085,221225800207;8396,648718206163;46,69134192172307;7839,946332195075;7161,7477654573295;26,200663744186155;5818,6578380092615;5108,3936108541975
1,8333333333333333;427,6229527724214;55,127734222987186;9202,162175914467;8754,322914495877;48,73488035725374;7948,4291618047555;7468,223512307809;26,689470107922098;5918,016051584057;5329,675265260215
1,9166666666666667;434,3118040957869;57,66308990825608;9312,380463735855;9111,388736883051;50,82678279917661;8051,371538822313;7774,322013208125;27,191682534194722;6014,00223996749;5550,923467160173
2,0;440,81168583328076;60,25320746754865;9416,21785468827;9467,719470345028;52,965937794915114;8149,056702552969;8079,941298157425;27,707128364460893;6106,8018234238825;5772,072952588141
2,0833333333333335;447,1310875792642;62,89667996916406;9513,961959143304;9823,135685335816;55,151256096713276;8241,722145815269;8384,93479079267;28,235637270702007;6196,568362032298;5993,027227087554
2,1666666666666665;453,27732092368217;65,59212311032044;9605,860190252504;10177,421248080622;57,381662516589145;8329,571419004207;8689,124901638519;28,777039322815245;6283,431754628433;6213,668130477201
2,25;459,2568095559629;68,33816820406805;9692,129945334042;10530,335667962963;59,65609035567533;8412,782741150728;8992,313510069289;29,33116364256675;6367,504224013003;6433,8632113579915
2,3333333333333335;465,0753014069429;71,13345750027273;9772,966033797371;10881,623562399292;61,97347774017026;8491,51528300611;9294,289997710644;29,897837497007412;6448,884688700942;6653,471377690079
2,4166666666666665;470,73802396923867;73,97664121778222;9848,546097666755;11231,02186692961;64,33276536007484;8565,91375291892;9594,837366381867;30,476885720063507;6527,661958649032;6872,3471986205395
2,5;476,24979819895117;76,86637581980551;9919,03456878641;11578,26528972195;66,73289523137063;8636,11174544473;9893,7368645364;31,068130378211805;6603,917073737627;7090,344155969514
2,5833333333333335;481,615122221369;79,8013231818132;9984,58555947864;11923,090404166242;69,17281019659175;8702,234188061087;10190,77145654777;31,671390616756426;6677,72501731109;7307,3170807345305
2,6666666666666665;486,8382330177183;82,78015038988487;10045,344975988895;12265,238688072151;71,65145395005118;8764,399130526517;10485,728396865466;32,28648263881304;6749,155974069189;7523,123959079052
2,75;491,92315205103944;85,80152997429133;10101,452065695838;12604,458750091218;74,16777142783872;8822,719055187927;10778,40111340486;32,91321978088353;6818,27625568358;7737,627251689895
2,8333333333333335;496,87371917257434;88,86414043348593;10153,040551918702;12940,507930340944;76,72070944334567;8877,301838243015;11068,59055897732;33,55141265779505;6885,148984052338;7950,694838321095
2,9166666666666665;501,6936179721578;91,96666694160848;10200,23946847721;13273,153420116325;79,3092174797139;8928,25145674611;11356,106153818055;34,20086935648633;6949,8345977216895;8162,200674177076
3,0;506,38639487790584;95,10780216113068;10243,173775763733;13602,173012720958;81,93224857370019;8975,668510464433;11640,766414366864;34,86139566318541;7012,391229235072;8372,025225145137
3,0833333333333335;510,9554736852297;98,28624710370133;10281,96481791938;13927,355571915865;84,58876024284442;9019,65060896437;11922,399341771004;35,53279531234216;7072,874988220807;8580,055733619804
3,1666666666666665;515,4041667396318;101,50071199833081;10316,73066453821;14248,501284704555;87,27771542092992;9060,292660650686;12200,842626780874;36,21487024856192;7131,340175593314;8786,18635483435
3,25;519,7356836658203;104,74991713810401;10347,586368532526;14565,421749892597;89,99808337658591;9097,687090522415;12475,94371473188;36,90742089496499;7187,839447366048;8990,318194477615
3,3333333333333335;523,9531382938255;108,03259368562304;10374,644163192906;14877,939942078505;92,74884059729823;9131,92400614623;12747,559764300608;37,61024642304375;7242,423941562829;9192,359271329335
3,4166666666666665;528,0595542566051;111,34748442410509;10398,013615205062;15185,890081663509;95,52897162666935;9163,091326051206;13015,557526021483;38,32314502033721;7295,143378061727;9392,224423223945
3,5;532,0578696052143;114,69334444605887;10417,8017458125;15489,117434494472;98,33746984695067;9191,274880886136;13279,813160628653;39,045914153189614;7346,0461385440185;9589,835170483135
3,5833333333333335;535,950940694074;118,06894177516187;10434,113128978885;15787,478059392679;101,17333820200164;9216,5584948631;13540,212012735188;39,77835082257973;7395,1793317803695;9785,119547751565
3,6666666666666665;539,7415455206971;121,47305791967808;10447,049972972804;16080,838517701719;104,03558985816657;9239,024052956536;13796,648351864249;40,52025181155653;7442,588848072414;9978,0119127072
3,75;543,4323866545493;124,90448835773446;10456,712190025475;16369,075555819501;106,92324880229431;9258,751557828773;14049,025090157185;41,271413923236835;7488,319405637108;10168,452738223601
3,8333333333333335;547,0260938535251;128,36204295619433;10463,19745742037;16652,075769239524;109,83535037740413;9275,819179360418;14297,253484012834;42,031634208642686;7532,414590969687;10356,38839310325
3,9166666666666665;550,5252264401282;131,8445463258652;10466,60127243327;16929,735254745807;112,77094175743207;9290,303298867571;14541,252825316187;42,800710183903824;7574,916894673237;10541,77091537689
4,0;553,9322754902134;135,3508381164602;10467,017002856577;17201,95925595141;115,72908236316006;9302,278549507293;14780,95012668091;43,57844003654256;7615,867743843366;10724,557781295032
4,083333333333333;557,2496658731299;138,87977325517465;10464,535934343832;17468,661806242413;118,70884422189677;9311,817853949884;15016,279804173588;44,36462282070647;7655,307531805063;10904,711672464065
4,166666666666667;560,4797581718716;142,43022213300134;10459,24731544888;17729,765372311773;121,70931227379333;9318,992460088704;15247,18336024393;45,15905864132979;7693,275645786351;11082,200243055604
4,25;563,6248505043958;146,00107074303614;10451,238400971757;17985,200500779825;124,72958462787429;9323,871975334163;15473,609069002794;45,9615488272943;7729,810492958127;11256,995888607633
